timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764049572418,690,POST - Signup,201,Created,Authentication Thread Group 1-3,text,true,,770,351,17,17,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,686,0,131
1764049572418,1169,POST - Signup,201,Created,Authentication Thread Group 1-1,text,true,,770,351,21,21,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,1169,0,139
1764049572469,1119,POST - Signup,201,Created,Authentication Thread Group 1-4,text,true,,770,351,21,21,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,1119,0,88
1764049572588,1310,POST - Signup,201,Created,Authentication Thread Group 1-5,text,true,,770,351,24,24,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,1310,0,87
1764049572418,1480,POST - Signup,201,Created,Authentication Thread Group 1-2,text,true,,770,351,24,24,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,1480,0,133
1764049572711,2255,POST - Signup,201,Created,Authentication Thread Group 1-6,text,true,,770,351,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,2254,0,86
1764049572831,2138,POST - Signup,201,Created,Authentication Thread Group 1-7,text,true,,770,351,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,2138,0,87
1764049572949,2553,POST - Signup,201,Created,Authentication Thread Group 1-8,text,true,,770,351,37,37,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,2553,0,87
1764049573187,2315,POST - Signup,201,Created,Authentication Thread Group 1-10,text,true,,773,353,37,37,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,2315,0,88
1764049573070,3426,POST - Signup,201,Created,Authentication Thread Group 1-9,text,true,,770,351,45,45,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,3426,0,85
1764049573547,2951,POST - Signup,201,Created,Authentication Thread Group 1-13,text,true,,773,353,45,45,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,2951,0,92
1764049573429,3071,POST - Signup,201,Created,Authentication Thread Group 1-12,text,true,,773,353,45,45,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,3071,0,91
1764049573787,3691,POST - Signup,201,Created,Authentication Thread Group 1-15,text,true,,773,353,54,54,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,3691,0,83
1764049573911,3571,POST - Signup,201,Created,Authentication Thread Group 1-16,text,true,,773,353,54,54,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,3571,0,95
1764049573672,3815,POST - Signup,201,Created,Authentication Thread Group 1-14,text,true,,773,353,54,54,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,3815,0,87
