timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764049180904,343,POST - Login,200,OK,AI Agent Thread Group 1-1,text,true,,759,345,17,17,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,338,0,106
1764049180995,628,POST - Login,200,OK,AI Agent Thread Group 1-2,text,true,,759,345,19,19,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,628,0,87
1764049181140,483,POST - Login,200,OK,AI Agent Thread Group 1-3,text,true,,759,345,19,19,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,483,0,87
1764049181290,827,POST - Login,200,OK,AI Agent Thread Group 1-4,text,true,,759,345,22,22,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,827,0,88
1764049181439,990,POST - Login,200,OK,AI Agent Thread Group 1-5,text,true,,759,345,24,24,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,990,0,86
1764049181593,843,POST - Login,200,OK,AI Agent Thread Group 1-6,text,true,,759,345,24,24,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,842,0,86
1764049181735,1284,POST - Login,200,OK,AI Agent Thread Group 1-7,text,true,,759,345,28,28,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1284,0,87
1764049181893,1333,POST - Login,200,OK,AI Agent Thread Group 1-8,text,true,,759,345,30,30,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1333,0,86
1764049182194,1037,POST - Login,200,OK,AI Agent Thread Group 1-10,text,true,,759,345,30,30,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1037,0,87
1764049183269,95,POST - Create Trip Plan,404,Not Found,AI Agent Thread Group 1-1,text,false,,178,633,31,31,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/api/concierge/plan,95,0,0
1764049182039,1573,POST - Login,200,OK,AI Agent Thread Group 1-9,text,true,,759,345,32,32,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1573,0,84
1764049183626,85,POST - Create Trip Plan,404,Not Found,AI Agent Thread Group 1-3,text,false,,178,633,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/api/concierge/plan,85,0,0
1764049183627,94,POST - Create Trip Plan,404,Not Found,AI Agent Thread Group 1-2,text,false,,178,633,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/api/concierge/plan,94,0,0
1764049182490,1241,POST - Login,200,OK,AI Agent Thread Group 1-12,text,true,,759,345,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1241,0,88
1764049182340,1395,POST - Login,200,OK,AI Agent Thread Group 1-11,text,true,,759,345,33,33,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1395,0,84
1764049184118,92,POST - Create Trip Plan,404,Not Found,AI Agent Thread Group 1-4,text,false,,178,633,36,36,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/api/concierge/plan,92,0,0
1764049182790,1561,POST - Login,200,OK,AI Agent Thread Group 1-14,text,true,,759,345,37,37,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1561,0,89
1764049182640,1715,POST - Login,200,OK,AI Agent Thread Group 1-13,text,true,,759,345,37,37,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,1715,0,86
