timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764048061368,10205,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-19,text,false,,413,220,90,90,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10202,0,92
1764048061661,10186,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-21,text,false,,413,220,92,92,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10186,0,92
1764048061815,10307,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-22,text,false,,413,220,94,94,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10307,0,89
1764048062267,10221,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-25,text,false,,413,220,96,96,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10221,0,91
1764048062418,10196,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-26,text,false,,413,220,97,97,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10196,0,89
1764048062714,10198,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-28,text,false,,413,220,99,99,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10198,0,94
1764048063015,10183,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-30,text,false,,413,220,101,101,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10183,0,91
1764048063315,10180,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-32,text,false,,413,220,103,103,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10180,0,90
1764048063764,10188,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-35,text,false,,413,220,106,106,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10188,0,94
1764048064063,10178,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-37,text,false,,413,220,108,108,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10178,0,88
1764048064367,10177,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-39,text,false,,413,220,110,110,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10177,0,88
1764048064663,10181,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-41,text,false,,413,220,112,112,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10181,0,89
1764048064963,10178,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-43,text,false,,413,220,114,114,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10178,0,87
1764048065116,10178,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-44,text,false,,413,220,115,115,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10178,0,88
1764048065565,10178,GET - Search All Properties,500,Internal Server Error,Property Search Thread Group 1-47,text,false,,413,220,118,118,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/properties/search,10178,0,90
