timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764042444706,271,POST - Signup,400,Bad Request,Authentication Thread Group 1-1,text,false,,388,351,3,3,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,266,0,131
1764042445005,183,POST - Signup,400,Bad Request,Authentication Thread Group 1-2,text,false,,388,351,3,3,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,183,0,92
1764042445603,199,POST - Signup,400,Bad Request,Authentication Thread Group 1-3,text,false,,388,351,5,5,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,199,0,94
1764042446202,234,POST - Signup,400,Bad Request,Authentication Thread Group 1-4,text,false,,388,351,6,6,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,234,0,88
1764042446194,246,POST - Login,200,OK,Authentication Thread Group 1-2,text,true,,819,308,6,6,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,246,0,0
1764042445984,452,POST - Login,200,OK,Authentication Thread Group 1-1,text,true,,819,308,6,6,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,452,0,0
1764042446806,241,POST - Signup,400,Bad Request,Authentication Thread Group 1-5,text,false,,388,351,7,7,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,241,0,91
1764042446808,239,POST - Login,200,OK,Authentication Thread Group 1-3,text,true,,819,308,7,7,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,239,0,0
1764042447468,188,GET - Auth Check,401,Unauthorized,Authentication Thread Group 1-2,text,false,,398,213,8,8,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/check,188,0,0
1764042447466,191,GET - Auth Check,401,Unauthorized,Authentication Thread Group 1-1,text,false,,398,213,8,8,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/check,191,0,0
1764042447405,255,POST - Signup,400,Bad Request,Authentication Thread Group 1-6,text,false,,388,351,8,8,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,255,0,86
1764042447441,222,POST - Login,200,OK,Authentication Thread Group 1-4,text,true,,819,308,8,8,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,222,0,0
1764042448051,90,GET - Auth Check,401,Unauthorized,Authentication Thread Group 1-3,text,false,,398,213,8,8,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/check,90,0,0
1764042448004,249,POST - Signup,400,Bad Request,Authentication Thread Group 1-7,text,false,,388,351,9,9,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,249,0,90
1764042448053,200,POST - Login,200,OK,Authentication Thread Group 1-5,text,true,,819,308,9,9,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,200,0,0
1764042448669,187,GET - Auth Check,401,Unauthorized,Authentication Thread Group 1-4,text,false,,398,213,10,10,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/check,187,0,0
1764042448664,196,POST - Login,200,OK,Authentication Thread Group 1-2,text,true,,819,308,10,10,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,195,0,0
1764042448599,449,POST - Signup,400,Bad Request,Authentication Thread Group 1-8,text,false,,388,351,10,10,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/signup,449,0,89
1764042448664,576,POST - Login,200,OK,Authentication Thread Group 1-1,text,true,,819,308,10,10,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,576,0,0
1764042448664,770,POST - Login,200,OK,Authentication Thread Group 1-6,text,true,,819,308,11,11,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,770,0,0
1764042449256,282,GET - Auth Check,401,Unauthorized,Authentication Thread Group 1-5,text,false,,398,213,11,11,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/check,282,0,0
1764042449148,478,POST - Login,200,OK,Authentication Thread Group 1-3,text,true,,819,308,11,11,http://k8s-gotour-gotourin-b69db2909a-1119124010.us-east-1.elb.amazonaws.com/auth/login,478,0,0
